J. Marulanda,low,low,low,medium,high,Colombia,Itagüí Leones FC,1.0,2021,€620K,62,high,Medium/ Medium,€400K,€1K,400000.0,1000.0,RB,defender
M. Vallecilla,medium,low,low,low,high,Colombia,Atlético Bucaramanga,1.0,2019,€338K,62,high,Medium/ Medium,€250K,€1K,250000.0,1000.0,LB,defender
P. Choroba,low,low,low,medium,high,Germany,SG Sonnenhof Großaspach,1.0,2020,€578K,62,high,Medium/ Medium,€350K,€1K,350000.0,1000.0,RB,defender
D. Guidi,low,low,low,medium,high,France,GFC Ajaccio,1.0,2020,€731K,62,medium,Medium/ Medium,€375K,€1K,375000.0,1000.0,RCB,defender
W. Decas,low,low,low,medium,high,Honduras,CD Nacional,1.0,2020,€1.3M,62,high,Medium/ Medium,€475K,€1K,475000.0,1000.0,LB,defender
M. Marić,low,low,low,medium,medium,Croatia,Lillestrøm SK,1.0,2019,0,62,low,Medium/ Medium,€325K,€3K,325000.0,3000.0,GK,goalkeeper
M. Tombakti,low,low,low,medium,high,Saudi Arabia,Ohod Club,1.0,2019,0,62,medium,Medium/ Medium,€375K,€3K,375000.0,3000.0,CDM,midfielder
A. Castro-Montes,low,low,low,medium,medium,Belgium,KAS Eupen,1.0,2020,€765K,62,high,Medium/ Low,€450K,€2K,450000.0,2000.0,RM,midfielder
L. Hemmerich,low,low,low,medium,high,Germany,FC Erzgebirge Aue,1.0,2021,€1.3M,62,high,High/ Medium,€575K,€1K,575000.0,1000.0,LM,midfielder
E. García,low,low,low,medium,high,Mexico,Club Atlas,1.0,2021,€1.2M,62,medium,Medium/ Medium,€525K,€2K,525000.0,2000.0,CB,defender
L. Reddy,high,low,low,low,medium,Australia,Perth Glory,1.0,2019,€50K,62,medium,Medium/ Medium,€40K,€1K,40000.0,1000.0,GK,goalkeeper
G. Ávalos,medium,low,low,low,high,Paraguay,Godoy Cruz,1.0,2021,€471K,62,medium,High/ Medium,€325K,€3K,325000.0,3000.0,ST,striker
N. Sakurauchi,medium,low,low,low,high,Japan,Júbilo Iwata,1.0,2021,€375K,62,high,Medium/ Medium,€300K,€1K,300000.0,1000.0,RM,midfielder
H. Ndam,low,low,low,medium,high,Cameroon,New York Red Bulls,1.0,2019,€723K,62,medium,Low/ High,€425K,€1K,425000.0,1000.0,CB,defender
Ricardo Friedrich,low,low,low,medium,medium,Brazil,FK Bodø/Glimt,1.0,2019,€435K,62,low,Medium/ Medium,€300K,€1K,300000.0,1000.0,GK,goalkeeper
Jeong Tae Wook,low,low,low,medium,high,Korea Republic,Jeju United FC,1.0,2021,€984K,62,medium,Low/ Medium,€525K,€1K,525000.0,1000.0,CB,defender
M. Lode,low,low,low,medium,high,Norway,FK Bodø/Glimt,1.0,2019,€431K,62,medium,Medium/ Medium,€325K,€1K,325000.0,1000.0,LCB,defender
S. Rhein,low,low,low,medium,high,Germany,1. FC Nürnberg,1.0,2021,€850K,62,medium,Medium/ Medium,€425K,€3K,425000.0,3000.0,CDM,midfielder
O. Karlsson,low,low,low,medium,high,Iceland,Trelleborgs FF,1.0,2018,0,62,medium,Medium/ Medium,€450K,€1K,450000.0,1000.0,ST,striker
F. Arkenberg,low,low,low,medium,high,Germany,Hallescher FC,1.0,2020,€619K,62,high,Medium/ Medium,€375K,€1K,375000.0,1000.0,CB,defender
D. Pérez,low,low,low,medium,high,Venezuela,Colo-Colo,1.0,2020,€1.3M,62,high,Medium/ Medium,€625K,€1K,625000.0,1000.0,RW,midfielder
Rubén Enri,low,low,low,medium,high,Spain,CF Reus Deportiu,1.0,2020,€788K,62,medium,Medium/ Low,€450K,€1K,450000.0,1000.0,ST,striker
M. Simon,medium,low,low,low,high,Australia,Central Coast Mariners,1.0,2020,€300K,62,high,High/ High,€240K,€1K,240000.0,1000.0,ST,striker
P. Magnín,medium,low,low,low,medium,Argentina,San Martín de San Juan,1.0,2023,€471K,62,medium,Medium/ Medium,€325K,€3K,325000.0,3000.0,ST,striker
A. Mostafa,low,low,low,medium,medium,Egypt,KAA Gent,1.0,2021,€808K,62,high,Medium/ Medium,€475K,€3K,475000.0,3000.0,LM,midfielder
T. Aldred,medium,low,low,low,high,Scotland,Motherwell,1.0,2019,0,62,medium,Medium/ High,€260K,€3K,260000.0,3000.0,RCB,defender
João Pereira,medium,low,low,low,high,Portugal,SønderjyskE,1.0,2020,€300K,62,high,Medium/ Medium,€240K,€2K,240000.0,2000.0,LB,defender
F. Álvarez,low,low,low,medium,high,Argentina,Belgrano de Córdoba,1.0,2023,€578K,62,high,High/ Medium,€350K,€2K,350000.0,2000.0,LB,defender
V. Gyökeres,low,low,low,medium,high,Sweden,Brighton & Hove Albion,1.0,2020,€1.7M,62,high,Medium/ Medium,€675K,€6K,675000.0,6000.0,ST,striker
P. Beruatto,low,low,low,medium,high,Italy,Juventus,1.0,2021,€1.3M,62,medium,Medium/ High,€575K,€5K,575000.0,5000.0,LB,defender
E. Dahlin,medium,low,low,medium,medium,Sweden,IFK Göteborg,1.0,2019,€331K,62,low,Medium/ Medium,€250K,€1K,250000.0,1000.0,GK,goalkeeper
J. Papaleo,low,low,low,medium,medium,Argentina,Unión de Santa Fe,1.0,2021,€553K,62,low,Medium/ Medium,€325K,€2K,325000.0,2000.0,GK,goalkeeper
D. Šarić,low,low,low,medium,high,Bosnia Herzegovina,Carpi,1.0,2021,€831K,62,medium,Low/ Low,€475K,€1K,475000.0,1000.0,CM,midfielder
T. Field,low,low,low,medium,high,Republic of Ireland,Cheltenham Town,1.0,2019,0,62,high,High/ High,€375K,€5K,375000.0,5000.0,LB,defender
D. Córdoba,medium,low,low,low,high,Colombia,Jaguares de Córdoba,1.0,2021,€270K,62,medium,Medium/ Medium,€200K,€1K,200000.0,1000.0,CDM,midfielder
E. Figueroa,medium,low,low,low,high,Sweden,IF Brommapojkarna,1.0,2018,€371K,62,high,Medium/ Medium,€280K,€1K,280000.0,1000.0,LCB,defender
J. Shea,medium,low,low,low,medium,England,Luton Town,1.0,2020,€350K,62,low,Medium/ Medium,€200K,€2K,200000.0,2000.0,GK,goalkeeper
A. Al Nazera,low,low,low,medium,high,Saudi Arabia,Al Fateh,1.0,2019,€690K,62,high,Medium/ Low,€400K,€5K,400000.0,5000.0,CAM,midfielder
Zheng Kaimu,medium,low,low,medium,high,China PR,Guizhou Hengfeng FC,1.0,2021,€723K,62,medium,Medium/ High,€325K,€3K,325000.0,3000.0,CB,defender
S. Humphrys,low,low,low,medium,high,England,Scunthorpe United,1.0,2019,0,62,high,Medium/ Medium,€525K,€7K,525000.0,7000.0,ST,striker
D. Sterling,low,low,low,medium,high,England,Coventry City,1.0,2022,€829K,62,high,Medium/ Medium,€425K,€1K,425000.0,1000.0,RB,defender
K. Michalak,low,low,low,medium,high,Poland,Lechia Gdańsk,1.0,2021,€1.3M,62,high,Medium/ Medium,€675K,€1K,675000.0,1000.0,RM,midfielder
E. Ogude,low,low,low,medium,high,Nigeria,Vendsyssel FF,1.0,2020,€530K,62,high,High/ Medium,€400K,€2K,400000.0,2000.0,ST,striker
K. Kennedy,low,low,low,medium,high,England,Shrewsbury,1.0,2019,€593K,62,medium,Medium/ Medium,€325K,€2K,325000.0,2000.0,CB,defender
C. Koca,low,low,low,medium,high,Turkey,Fenerbahçe SK,1.0,2020,€945K,62,medium,Medium/ Medium,€450K,€7K,450000.0,7000.0,CDM,midfielder
O. Balanta,medium,low,low,low,high,Colombia,Boyacá Chicó FC,1.0,2023,€311K,62,high,Medium/ High,€230K,€1K,230000.0,1000.0,CDM,midfielder
A. Karazor,low,low,low,medium,medium,Germany,Holstein Kiel,1.0,2020,€744K,62,medium,Medium/ Medium,€425K,€2K,425000.0,2000.0,CDM,midfielder
T. Doornbusch,low,low,low,medium,medium,Netherlands,SC Heerenveen,1.0,2020,€903K,62,low,Medium/ Medium,€425K,€1K,425000.0,1000.0,GK,goalkeeper
S. Polat,low,low,low,medium,medium,Turkey,Atiker Konyaspor,1.0,2022,€1M,62,high,Medium/ Medium,€475K,€2K,475000.0,2000.0,RB,defender
A. Lassiter,low,low,low,medium,high,Costa Rica,LA Galaxy,1.0,2019,€723K,62,high,High/ Low,€425K,€1K,425000.0,1000.0,ST,striker
G. Miller,low,low,low,medium,high,England,Bradford City,1.0,2019,0,62,high,High/ Medium,€450K,€5K,450000.0,5000.0,ST,striker
C. Brittain,low,low,low,medium,high,England,Milton Keynes Dons,1.0,2020,€1.4M,62,high,High/ Medium,€600K,€2K,600000.0,2000.0,RWB,defender
J. Champness,low,low,low,medium,medium,Australia,Newcastle Jets,1.0,2020,€798K,62,high,High/ Low,€550K,€1K,550000.0,1000.0,LM,midfielder
E. Jonassen Sætervik,low,low,low,medium,high,Norway,FK Bodø/Glimt,1.0,2018,€431K,62,high,Medium/ Medium,€325K,€1K,325000.0,1000.0,LB,defender
C. Kane,low,low,low,medium,medium,Scotland,St. Johnstone FC,1.0,2022,€829K,62,high,High/ Medium,€425K,€1K,425000.0,1000.0,ST,striker
M. Brouwer,low,low,low,medium,medium,Netherlands,Heracles Almelo,1.0,2020,€412K,62,low,Medium/ Medium,€270K,€1K,270000.0,1000.0,GK,goalkeeper
P. Maronilli,low,low,low,medium,high,Italy,Cittadella,1.0,2020,€831K,62,medium,Medium/ Medium,€475K,€1K,475000.0,1000.0,CB,defender
M. Frankoch,low,low,low,medium,high,Denmark,Vendsyssel FF,1.0,2020,€616K,62,medium,Medium/ High,€425K,€2K,425000.0,2000.0,CDM,midfielder
L. Bender,medium,low,low,low,high,Germany,FC Energie Cottbus,1.0,2019,€319K,62,medium,Medium/ Medium,€220K,€1K,220000.0,1000.0,RWB,defender
A. Ildız,low,low,low,medium,high,Turkey,Yeni Malatyaspor,1.0,2020,€880K,62,medium,Medium/ Medium,€400K,€2K,400000.0,2000.0,CDM,midfielder
A. Dabo,low,low,low,high,medium,France,FC Nantes,1.0,2022,€1.9M,62,high,High/ Medium,€650K,€2K,650000.0,2000.0,LM,midfielder
S. Odey,low,low,low,medium,high,Nigeria,FC Zürich,1.0,2021,€1.4M,62,high,Medium/ Medium,€675K,€2K,675000.0,2000.0,ST,striker
M. Zemzemi,low,low,low,medium,medium,Tunisia,RC Strasbourg Alsace,1.0,2021,€1.6M,62,high,Medium/ Medium,€625K,€2K,625000.0,2000.0,LM,midfielder
T. Takagi,low,low,low,medium,high,Japan,Kashiwa Reysol,1.0,2021,€398K,62,high,Medium/ Medium,€300K,€2K,300000.0,2000.0,LB,defender
I. Cissé,low,low,low,medium,high,France,Angers SCO,1.0,2021,€935K,62,high,Medium/ Medium,€425K,€3K,425000.0,3000.0,CB,defender
R. Kaib,low,low,low,medium,medium,Sweden,IF Elfsborg,1.0,2021,€508K,62,high,Medium/ Medium,€350K,€1K,350000.0,1000.0,LB,defender
S. Adekoya,low,low,low,medium,high,United States,Vendsyssel FF,1.0,2021,€616K,62,high,Medium/ Medium,€425K,€2K,425000.0,2000.0,ST,striker
F. Motori,low,low,low,medium,high,Sweden,Trelleborgs FF,1.0,2018,€530K,62,high,High/ Low,€400K,€1K,400000.0,1000.0,LM,midfielder
I. Diarra,low,low,low,medium,medium,France,FC Girondins de Bordeaux,1.0,2021,€1.7M,62,high,Medium/ Low,€675K,€5K,675000.0,5000.0,RW,midfielder
L. Price,medium,low,low,low,high,Wales,Rotherham United,1.0,2020,€278K,62,medium,Medium/ Medium,€150K,€4K,150000.0,4000.0,GK,goalkeeper
T. Socha,medium,low,low,low,high,Poland,Arka Gdynia,1.0,2019,€297K,62,high,Medium/ Medium,€220K,€1K,220000.0,1000.0,RB,defender
V. Tankovskyi,low,low,low,medium,high,Ukraine,Shakhtar Donetsk,1.0,2022,€1M,62,high,High/ Medium,€450K,€1K,450000.0,1000.0,CM,midfielder
A. Adouyev,low,low,low,medium,high,France,Montpellier HSC,1.0,2021,€1.7M,62,high,Medium/ Medium,€650K,€2K,650000.0,2000.0,CAM,midfielder
I. Dresevic,low,low,low,medium,high,Sweden,IF Elfsborg,1.0,2022,€580K,62,medium,Medium/ Medium,€400K,€1K,400000.0,1000.0,RCB,defender
J. Devitt,medium,low,low,low,high,Republic of Ireland,Carlisle United,1.0,2019,€569K,62,high,Medium/ Low,€325K,€2K,325000.0,2000.0,LM,midfielder
P. Maiorino,medium,low,low,low,high,Italy,Livorno,1.0,2020,€465K,62,high,Medium/ Low,€300K,€1K,300000.0,1000.0,CAM,midfielder
Kim Ji Min,low,low,low,medium,high,Korea Republic,Pohang Steelers,1.0,2022,€431K,61,high,High/ Medium,€325K,€2K,325000.0,2000.0,LW,midfielder
S. Dooley,medium,low,low,low,medium,Northern Ireland,Rochdale,1.0,2020,€473K,61,high,Medium/ Medium,€270K,€1K,270000.0,1000.0,RCM,midfielder
B. White,low,low,low,medium,high,England,Brighton & Hove Albion,1.0,2021,€1.3M,61,medium,Medium/ High,€500K,€5K,500000.0,5000.0,CB,defender
A. Sevinç,low,low,low,medium,medium,Turkey,Trabzonspor,1.0,2020,€1.4M,61,high,High/ Medium,€550K,€3K,550000.0,3000.0,RW,midfielder
P. Struijk,low,low,low,medium,high,Netherlands,Leeds United,1.0,2021,€1M,61,medium,Medium/ High,€400K,€3K,400000.0,3000.0,CB,defender
J. Estrada,low,low,low,medium,medium,Mexico,Club Atlas,1.0,2021,€930K,61,low,Medium/ Medium,€400K,€2K,400000.0,2000.0,GK,goalkeeper
M. Reuvers,low,low,low,medium,high,Netherlands,NAC Breda,1.0,2021,€619K,61,medium,Medium/ Medium,€375K,€1K,375000.0,1000.0,CAM,midfielder
F. Pereyra,medium,low,low,low,high,Argentina,CD Huachipato,1.0,2019,€314K,61,medium,Low/ Medium,€220K,€1K,220000.0,1000.0,RCB,defender
S. Poulsen,medium,low,low,low,high,Denmark,SønderjyskE,2.0,2019,€125K,61,high,Medium/ Medium,€100K,€2K,100000.0,2000.0,LB,defender
A. Cervantes,low,low,low,medium,medium,Mexico,Guadalajara,1.0,2020,€760K,61,medium,Medium/ High,€400K,€4K,400000.0,4000.0,LDM,midfielder
I. Marega,low,low,low,medium,medium,France,Stade Malherbe Caen,1.0,2019,€715K,61,medium,Medium/ High,€325K,€3K,325000.0,3000.0,CB,defender
S. Czajkowski,low,low,low,medium,high,Denmark,Vendsyssel FF,1.0,2022,€616K,61,medium,Medium/ Medium,€425K,€2K,425000.0,2000.0,ST,striker
M. Insaurralde,low,low,low,medium,high,Argentina,San Lorenzo de Almagro,1.0,2022,€1.1M,61,high,Medium/ Medium,€525K,€2K,525000.0,2000.0,CM,midfielder
P. Heigre,low,low,low,medium,medium,Norway,Strømsgodset IF,1.0,2019,€377K,61,low,Medium/ Medium,€260K,€1K,260000.0,1000.0,GK,goalkeeper
K. Garcia,medium,low,low,low,high,United States,Houston Dynamo,1.0,2023,€394K,61,medium,Medium/ Medium,€250K,€1K,250000.0,1000.0,LCB,defender
A. Edun,low,low,low,medium,high,England,Ipswich Town,1.0,2019,0,61,high,Medium/ Medium,€550K,€6K,550000.0,6000.0,CM,midfielder
S. Cordero,low,low,low,medium,high,Chile,CD Antofagasta,1.0,2021,€465K,61,medium,Medium/ Medium,€300K,€1K,300000.0,1000.0,LB,defender
J. Ramírez,low,low,low,medium,medium,Colombia,Atlético Nacional,1.0,2021,€480K,61,low,Medium/ Medium,€300K,€1K,300000.0,1000.0,GK,goalkeeper
C. Jones,low,low,low,high,medium,England,Liverpool,1.0,2021,€1.6M,61,high,High/ Medium,€550K,€7K,550000.0,7000.0,CM,midfielder
A. Nabi,low,low,low,medium,high,England,Dundee FC,1.0,2018,€683K,61,high,Medium/ Medium,€350K,€1K,350000.0,1000.0,ST,striker
D. Al Saeed,medium,low,low,low,medium,Saudi Arabia,Al Hazem,1.0,2020,€345K,61,medium,Medium/ Medium,€200K,€2K,200000.0,2000.0,GK,goalkeeper
B. Meredith,medium,low,low,low,medium,United States,Seattle Sounders FC,1.0,2019,€331K,61,medium,Medium/ Medium,€210K,€1K,210000.0,1000.0,GK,goalkeeper
L. Cole,low,low,low,medium,high,England,Tranmere Rovers,1.0,2019,€593K,61,high,High/ Medium,€325K,€2K,325000.0,2000.0,CAM,midfielder
F. Medina,low,low,low,medium,high,Argentina,Club Atlético Talleres,1.0,2021,€1M,61,high,Medium/ Medium,€475K,€1K,475000.0,1000.0,LB,defender
D. Anyembe,low,low,low,medium,high,Denmark,Esbjerg fB,1.0,2022,€544K,61,high,High/ Medium,€375K,€1K,375000.0,1000.0,RB,defender
Meseguer,low,low,low,medium,high,Spain,Rayo Vallecano,1.0,2019,€1.3M,61,medium,Medium/ Medium,€450K,€1K,450000.0,1000.0,LB,defender
C. Roberts,low,low,low,medium,medium,England,Newcastle United,1.0,2019,€945K,61,high,Medium/ Medium,€450K,€5K,450000.0,5000.0,RM,midfielder
O. Rommens,low,low,low,medium,high,Belgium,NAC Breda,1.0,2019,€479K,61,high,High/ High,€290K,€1K,290000.0,1000.0,CDM,midfielder
J. Robinson,low,low,low,medium,high,United States,DC United,1.0,2018,€457K,61,medium,Low/ High,€290K,€1K,290000.0,1000.0,CB,defender
B. Collins,low,low,low,medium,medium,England,Burton Albion,1.0,2019,€585K,61,medium,Medium/ Medium,€300K,€1K,300000.0,1000.0,GK,goalkeeper
R. Torres,low,low,low,medium,high,Mexico,Tigres U.A.N.L.,1.0,2021,€720K,61,medium,Medium/ High,€400K,€6K,400000.0,6000.0,CM,midfielder
J. Méndez,low,low,low,medium,high,Argentina,Argentinos Juniors,1.0,2020,€1.1M,61,high,Medium/ Medium,€550K,€2K,550000.0,2000.0,LW,midfielder
W. Bracamonte,low,low,low,medium,high,Argentina,Unión de Santa Fe,1.0,2021,€765K,61,high,Medium/ Medium,€450K,€2K,450000.0,2000.0,LM,midfielder
I. Pedrelli,medium,low,low,low,high,Italy,Livorno,1.0,2021,€217K,61,medium,Medium/ Medium,€140K,€1K,140000.0,1000.0,RB,defender
Kim Jong Min,low,low,low,medium,high,Korea Republic,Suwon Samsung Bluewings,1.0,2018,€431K,61,medium,Medium/ Medium,€325K,€2K,325000.0,2000.0,ST,striker
E. Nolan,medium,low,low,low,high,Republic of Ireland,Crewe Alexandra,1.0,2019,€350K,61,high,Medium/ Medium,€200K,€3K,200000.0,3000.0,CB,defender
M. Cortés,low,low,low,medium,high,Colombia,Jaguares de Córdoba,1.0,2021,€938K,61,high,Medium/ Medium,€475K,€1K,475000.0,1000.0,RM,midfielder
R. Hunt,low,low,low,medium,high,England,Oldham Athletic,1.0,2020,€634K,61,high,High/ Medium,€325K,€2K,325000.0,2000.0,RB,defender
C. Dyson,low,low,low,medium,high,England,Plymouth Argyle,1.0,2019,€731K,61,medium,Medium/ Medium,€375K,€2K,375000.0,2000.0,ST,striker
P. O'Connor,low,low,low,medium,high,Republic of Ireland,Blackpool,1.0,2019,0,61,medium,Medium/ Medium,€375K,€5K,375000.0,5000.0,CB,defender
N. Beyer,low,low,low,medium,high,Germany,FSV Zwickau,1.0,2020,€578K,61,medium,Medium/ Medium,€350K,€1K,350000.0,1000.0,CB,defender
F. Gattoni,low,low,low,high,high,Argentina,San Lorenzo de Almagro,1.0,2021,€1.1M,61,medium,Low/ High,€500K,€1K,500000.0,1000.0,CB,defender
J. Ayala,medium,low,low,low,high,Mexico,Boyacá Chicó FC,1.0,2022,€284K,61,medium,Medium/ Medium,€210K,€1K,210000.0,1000.0,RB,defender
Oh Se Hun,low,low,low,medium,high,Korea Republic,Ulsan Hyundai FC,1.0,2021,€891K,61,medium,Medium/ Medium,€475K,€1K,475000.0,1000.0,ST,striker
A. Donkor,low,low,low,medium,high,Germany,FC Hansa Rostock,1.0,2019,0,61,high,Medium/ Medium,€550K,€5K,550000.0,5000.0,LM,midfielder
S. Condé,low,low,low,medium,high,Guinea,La Berrichonne de Châteauroux,1.0,2020,€511K,61,medium,Medium/ Medium,€280K,€1K,280000.0,1000.0,RCB,defender
A. Nicholls,medium,low,low,low,high,England,Crewe Alexandra,1.0,2019,€420K,61,high,Medium/ Medium,€240K,€4K,240000.0,4000.0,ST,striker
H. Souttar,low,low,low,medium,high,Scotland,Stoke City,1.0,2022,€1.3M,61,medium,Medium/ Medium,€500K,€3K,500000.0,3000.0,CB,defender
Kim Min Tae,low,low,low,medium,high,Korea Republic,Hokkaido Consadole Sapporo,1.0,2021,€384K,61,medium,Medium/ Medium,€290K,€1K,290000.0,1000.0,CB,defender
E. Cicerelli,low,low,low,medium,medium,Italy,Foggia,1.0,2019,0,61,high,Medium/ Medium,€325K,€1K,325000.0,1000.0,LW,midfielder
T. Miller,medium,low,low,low,high,England,Bury,1.0,2020,€350K,61,medium,Medium/ Medium,€200K,€3K,200000.0,3000.0,RWB,defender
J. Trtovac,medium,low,low,low,high,Serbia,BB Erzurumspor,1.0,2019,€332K,61,medium,Low/ Medium,€170K,€2K,170000.0,2000.0,CB,defender
J. Sterry,low,low,low,medium,high,England,Newcastle United,1.0,2019,€683K,61,high,High/ Medium,€325K,€6K,325000.0,6000.0,RB,defender
H. Al Shuwaysh,medium,low,low,low,high,Saudi Arabia,Al Raed,1.0,2019,€330K,61,medium,Medium/ Medium,€200K,€4K,200000.0,4000.0,CB,defender
A. Andersson,low,low,low,medium,high,Sweden,BK Häcken,1.0,2020,€508K,61,high,Medium/ Medium,€350K,€1K,350000.0,1000.0,LB,defender
E. Sánchez,low,low,low,medium,high,Mexico,Pachuca,1.0,2021,€1.2M,61,medium,High/ High,€525K,€2K,525000.0,2000.0,CM,midfielder
J. Willock,low,low,low,medium,high,England,Arsenal,1.0,2022,€1.3M,61,high,Medium/ Medium,€525K,€7K,525000.0,7000.0,CM,midfielder
C. Wehan,low,low,low,medium,high,United States,San Jose Earthquakes,1.0,2021,€496K,61,high,High/ Medium,€325K,€1K,325000.0,1000.0,CAM,midfielder
S. Kchouk,low,low,low,medium,high,Tunisia,FC St. Gallen,1.0,2020,€427K,61,high,Medium/ Medium,€280K,€2K,280000.0,2000.0,LB,defender
M. Bridge,medium,low,low,low,high,Australia,Western Sydney Wanderers,1.0,2019,€250K,61,high,Medium/ Medium,€200K,€2K,200000.0,2000.0,LW,midfielder
Xu Xin,low,low,low,medium,high,China PR,Guangzhou Evergrande Taobao FC,1.0,2020,€660K,61,medium,Medium/ Medium,€290K,€2K,290000.0,2000.0,CDM,midfielder
M. Gallegos,low,low,low,medium,high,Argentina,Unión de Santa Fe,1.0,2021,€638K,61,medium,Medium/ Medium,€375K,€2K,375000.0,2000.0,ST,striker
P. Kpozo,low,low,low,medium,high,Ghana,Östersunds FK,1.0,2020,€435K,61,high,Medium/ Medium,€300K,€1K,300000.0,1000.0,LB,defender
K. Fila,low,low,low,medium,high,Poland,Lechia Gdańsk,1.0,2018,€581K,61,high,High/ Medium,€375K,€1K,375000.0,1000.0,RB,defender
A. May,low,low,low,medium,high,England,Doncaster Rovers,1.0,2019,€593K,61,high,High/ Medium,€325K,€2K,325000.0,2000.0,ST,striker
Y. Akgün,low,low,low,medium,medium,Turkey,Galatasaray SK,1.0,2020,€1.3M,61,high,High/ Low,€500K,€5K,500000.0,5000.0,CF,striker
F. Buchacher,medium,low,low,low,high,Austria,FC Wacker Innsbruck,1.0,2019,€261K,61,medium,Medium/ Medium,€180K,€2K,180000.0,2000.0,LB,defender
C. Thompson,low,low,low,medium,high,England,Wycombe Wanderers,1.0,2018,€593K,61,high,High/ Medium,€325K,€1K,325000.0,1000.0,RCM,midfielder
E. Vignato,low,low,low,high,medium,Italy,Chievo Verona,1.0,2021,€1.2M,61,high,Medium/ Low,€500K,€1K,500000.0,1000.0,CAM,midfielder
F. Otárola,medium,low,low,low,medium,Argentina,Club Deportes Temuco,1.0,2018,€189K,61,low,Medium/ Medium,€140K,€1K,140000.0,1000.0,GK,goalkeeper
N. Kikuchi,medium,low,low,low,high,Japan,Hokkaido Consadole Sapporo,1.0,2021,€125K,61,medium,Low/ Medium,€100K,€1K,100000.0,1000.0,CB,defender
B. Bingham,medium,low,low,low,high,England,Gillingham,1.0,2019,€455K,61,high,Medium/ High,€260K,€2K,260000.0,2000.0,LCM,midfielder
N. Lemus,medium,low,low,low,high,Colombia,Envigado FC,1.0,2018,€257K,61,medium,High/ Medium,€190K,€1K,190000.0,1000.0,RB,defender
J. Aros,low,low,low,medium,high,Chile,Club Deportes Temuco,1.0,2018,€543K,61,medium,Medium/ Medium,€350K,€1K,350000.0,1000.0,LDM,midfielder
A. Sissako,low,low,low,medium,high,France,La Berrichonne de Châteauroux,1.0,2021,€1.3M,61,medium,Medium/ Medium,€550K,€1K,550000.0,1000.0,CM,midfielder
F. Sivetti,low,low,low,medium,high,Argentina,Estudiantes de La Plata,1.0,2020,€680K,61,high,Low/ High,€400K,€2K,400000.0,2000.0,CM,midfielder
Jorge Mier,low,low,low,medium,medium,Spain,Real Oviedo,1.0,2019,€1.1M,61,high,Medium/ Medium,€475K,€1K,475000.0,1000.0,RB,defender
S. Schreck,low,low,low,medium,medium,Germany,Bayer 04 Leverkusen,1.0,2021,€1.3M,61,high,Medium/ Medium,€550K,€4K,550000.0,4000.0,CAM,midfielder
A. Dursun,low,low,low,medium,high,Turkey,Trabzonspor,1.0,2021,€1.2M,61,high,Medium/ Medium,€475K,€2K,475000.0,2000.0,LB,defender
A. Ciss,low,low,low,medium,high,Senegal,Fortuna Sittard,1.0,2022,€1.1M,61,high,Medium/ Medium,€525K,€1K,525000.0,1000.0,CM,midfielder
F. Al Shammari,high,low,low,low,medium,Saudi Arabia,Al Fayha,1.0,2020,€33K,61,low,Medium/ Medium,€20K,€2K,20000.0,2000.0,GK,goalkeeper
Raúl Vallejo,low,low,low,medium,medium,Spain,CD Numancia,1.0,2019,€675K,61,high,Medium/ Medium,€375K,€2K,375000.0,2000.0,CAM,midfielder
J. Ščuk,medium,low,low,low,high,Bosnia Herzegovina,BB Erzurumspor,1.0,2019,€486K,61,high,Medium/ Medium,€240K,€2K,240000.0,2000.0,LDM,midfielder
G. Postma,low,low,low,medium,high,Netherlands,FC Groningen,1.0,2019,€495K,61,medium,Medium/ High,€300K,€1K,300000.0,1000.0,CDM,midfielder
M. Sejmenovic,medium,low,low,low,high,Bosnia Herzegovina,Neuchâtel Xamax,1.0,2019,€203K,61,medium,Medium/ Medium,€140K,€2K,140000.0,2000.0,LCB,defender
Jiang Jihong,medium,low,low,low,high,China PR,Guangzhou R&F; FC,1.0,2019,€430K,61,medium,Medium/ Medium,€200K,€3K,200000.0,3000.0,CB,defender
Y. Valery,low,low,low,medium,high,France,Southampton,1.0,2020,€1.1M,61,high,Medium/ Medium,€425K,€3K,425000.0,3000.0,RB,defender
L. Marseiler,low,low,low,medium,high,Germany,SpVgg Unterhaching,1.0,2020,€660K,61,high,Medium/ Medium,€400K,€1K,400000.0,1000.0,RM,midfielder
C. Kouan,low,low,low,medium,high,Ivory Coast,Perugia,1.0,2022,€1.1M,61,high,High/ Medium,€525K,€1K,525000.0,1000.0,CM,midfielder
J. Łukowski,low,low,low,medium,high,Poland,Wisła Płock,1.0,2019,€543K,61,high,Medium/ Medium,€350K,€1K,350000.0,1000.0,LM,midfielder
C. Harries,low,low,low,medium,high,Wales,Swansea City,1.0,2020,€1.3M,61,medium,Medium/ High,€500K,€3K,500000.0,3000.0,CB,defender
P. Knechtel,low,low,low,medium,high,Germany,FC Energie Cottbus,1.0,2019,€660K,61,medium,Medium/ Medium,€400K,€1K,400000.0,1000.0,CB,defender
R. Lopes,medium,low,low,medium,high,Republic of Ireland,Shamrock Rovers,1.0,2018,€439K,61,medium,Medium/ High,€270K,€1K,270000.0,1000.0,RCB,defender
N. Phillips,low,low,low,medium,high,England,Liverpool,1.0,2021,€1.1M,61,medium,Medium/ High,€425K,€9K,425000.0,9000.0,CB,defender
